director,title,release_date,budget,revenue,return
José Mojica Marins,At Midnight I'll Take Your Soul,1964-11-09,0,0.0,0.0
Dominic Brigstocke,Ricky Gervais Live: Animals,2003-11-17,0,0.0,0.0
Dominic Brigstocke,Ricky Gervais Live 2: Politics,2004-11-15,0,0.0,0.0
Bruce Leddy,The Wedding Weekend,2006-12-12,0,0.0,0.0
Yasujirō Ozu,Tokyo Chorus,1931-08-15,0,0.0,0.0
Michael Patrick King,Sex and the City 2,2010-05-26,100000000,288347692.0,2.88
Richard Attenborough,Young Winston,1972-07-20,0,0.0,0.0
Henry Hathaway,The Black Rose,1950-09-01,0,0.0,0.0
Edward Dmytryk,The Sniper,1952-05-09,0,0.0,0.0
Nandita Das,Firaaq,2009-01-01,0,0.0,0.0
Basu Chatterjee,Chhoti Si Baat,1975-02-14,0,0.0,0.0
Daniele Vicari,The Past Is a Foreign Land,2008-01-01,0,0.0,0.0
John Krasinski,Brief Interviews with Hideous Men,2009-01-19,0,0.0,0.0
Nicholas Stoller,Get Him to the Greek,2010-06-04,40000000,90029656.0,2.25
Severin Eskeland,Detour,2009-07-31,2200000,0.0,0.0
Gregor Jordan,Unthinkable,2010-06-14,15000000,0.0,0.0
Charles Jarrott,The Other Side of Midnight,1977-06-08,0,0.0,0.0
Harry Beaumont,Our Dancing Daughters,1928-09-01,0,0.0,0.0
David Hugh Jones,Betrayal,1983-02-19,0,0.0,0.0
George Cukor,Romeo and Juliet,1936-09-03,0,0.0,0.0
Greg Franklin,The Drawn Together Movie: The Movie!,2010-04-20,0,0.0,0.0
Michael Landon,It's Good to Be Alive,1974-02-22,0,0.0,0.0
Markus Goller,Friendship!,2010-01-13,0,0.0,0.0
Alan Poul,The Back-Up Plan,2010-04-23,35000000,77477008.0,2.21
Vincenzo Natali,Splice,2009-10-06,26000000,0.0,0.0
"Cristian Mungiu, Hanno Höfer, Constantin Popescu, Ioana Uricaru, Razvan Marculescu",Tales from the Golden Age,2009-05-29,0,0.0,0.0
Louis Malle,May Fools,1990-01-24,0,0.0,0.0
Éric Rohmer,A Tale of Winter,1992-01-01,0,0.0,0.0
Jean-Luc Godard,Hail Mary,1985-01-23,0,0.0,0.0
Bahman Ghobadi,No One Knows About Persian Cats,2009-05-14,0,0.0,0.0
Nikita Mikhalkov,Burnt by the Sun 2: Intercession,2010-04-22,55000000,0.0,0.0
Richard Lester,The Knack... and How to Get It,1965-05-01,0,0.0,0.0
Yannis Smaragdis,El Greco,2007-01-01,0,0.0,0.0
Noel Clarke,Adulthood,2008-06-16,0,0.0,0.0
Gary Winick,Letters to Juliet,2010-05-14,30000000,0.0,0.0
Jon Harris,The Descent: Part 2,2009-10-14,0,0.0,0.0
Craig Moss,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,2010-06-08,0,0.0,0.0
Lucian Pintilie,The Reenactment,1968-01-05,0,0.0,0.0
Christophe Honoré,The Beautiful Person,2008-09-12,0,0.0,0.0
Anna Melikyan,Mermaid,2007-06-05,0,0.0,0.0
René Clément,Gervaise,1956-09-05,0,0.0,0.0
Joshua Goldin,Wonderful World,2009-01-01,0,0.0,0.0
Majid Majidi,The Song of Sparrows,2008-10-01,0,115605.0,0.0
Stuart Hazeldine,Exam,2009-06-19,0,0.0,0.0
Kōji Wakamatsu,"Go, Go Second Time Virgin",1969-01-01,0,0.0,0.0
Šarūnas Bartas,The Corridor,1994-12-12,0,0.0,0.0
William Keighley,No Time for Comedy,1940-09-14,0,0.0,0.0
Oliver Irving,How to Be,2008-01-17,500000,0.0,0.0
Abel Gance,La Roue,1923-02-17,0,0.0,0.0
Alexander Sokurov,The Knot,2000-03-25,0,0.0,0.0
Carlos Saura,Blood Wedding,1981-10-25,0,0.0,0.0
René Clair,It Happened Tomorrow,1944-05-28,0,0.0,0.0
Nikhil Advani,Salaam-E-Ishq,2007-01-25,0,0.0,0.0
Ken Ghosh,Chance Pe Dance,2010-01-15,0,0.0,0.0
Stanley Kramer,Bless the Beasts & Children,1971-10-18,0,0.0,0.0
Thornton Freeland,Whoopee!,1930-10-05,0,0.0,0.0
William Dieterle,Dr. Ehrlich's Magic Bullet,1940-01-03,0,0.0,0.0
Robert Wise,The House on Telegraph Hill,1951-08-27,0,0.0,0.0
Anthony Byrne,How About You...,2007-11-16,9000000,706000.0,0.08
Martin Ritt,Edge of the City,1957-08-02,0,0.0,0.0
Brad J. Silverman,No Greater Love,2009-12-26,0,0.0,0.0
Max Färberböck,A Woman in Berlin,2008-09-10,0,0.0,0.0
Barbara Schroeder,Talhotblond,2009-02-01,0,0.0,0.0
Robert Saitzyk,Godspeed,2009-01-01,0,0.0,0.0
Victor Fleming,Tortilla Flat,1942-05-21,0,0.0,0.0
Richard Thorpe,Three Little Words,1950-07-12,0,0.0,0.0
Jimmy Hayward,Jonah Hex,2010-06-18,47000000,10539000.0,0.22
Joe Carnahan,The A-Team,2010-06-10,110000000,177238796.0,1.61
Gene Kelly,Gigot,1962-11-01,0,0.0,0.0
Umesh Shukla,Dhoondte Reh Jaoge,2009-03-06,0,0.0,0.0
Stuart Burge,Othello,1965-12-15,0,0.0,0.0
Lee Unkrich,Toy Story 3,2010-06-16,200000000,1066969703.0,5.33
"Ricki Stern, Anne Sundberg",Joan Rivers: A Piece of Work,2010-01-25,0,0.0,0.0
Henry Koster,No Highway in the Sky,1951-09-21,0,0.0,0.0
Mervyn LeRoy,"East Side, West Side",1949-12-22,0,0.0,0.0
Heitor Dhalia,Adrift,2009-07-31,0,0.0,0.0
Xavier Giannoli,In the Beginning,2009-11-11,0,0.0,0.0
Mario Piluso,The Halloween Tree,1993-10-31,0,0.0,0.0
Dominic Brigstocke,Ricky Gervais Live 3: Fame,2007-11-12,0,0.0,0.0
Sujoy Ghosh,Aladin,2009-10-29,0,0.0,0.0
Debra Granik,Winter's Bone,2010-06-11,2000000,13831503.0,6.92
Greg Williams,Tell-Tale,2010-03-31,0,0.0,0.0
Gerardo Naranjo,Drama/Mex,2006-05-23,0,0.0,0.0
Kim Ki-duk,Dream,2008-09-26,0,0.0,0.0
Marina de Van,Don't Look Back,2009-05-16,13000000,0.0,0.0
Richard Fleischer,Mandingo,1975-06-06,0,0.0,0.0
Nuri Bilge Ceylan,Clouds of May,1999-12-10,0,0.0,0.0
Claude Chabrol,Les Biches,1968-03-22,0,0.0,0.0
Sydney Pollack,The Scalphunters,1968-04-02,0,0.0,0.0
Jörg Buttgereit,Nekromantik 2,1991-05-07,0,0.0,0.0
Bong Joon-ho,Barking Dogs Never Bite,2000-02-19,0,0.0,0.0
Victor Sjöström,A Man There Was,1917-01-29,0,0.0,0.0
Danny Lerner,Shark in Venice,2008-10-06,0,0.0,0.0
Alex Gibney,Casino Jack and the United States of Money,2010-05-09,0,0.0,0.0
Timo Koivusalo,Under the North Star,2009-12-04,6153120,0.0,0.0
Mike Mitchell,Shrek Forever After,2010-05-16,165000000,752600867.0,4.56
Michael Meredith,The Open Road,2009-02-07,0,0.0,0.0
Stuart Cooper,Magic Man,2009-11-04,0,0.0,0.0
Mike Leigh,A Sense of History,1992-01-01,0,0.0,0.0
Andrzej Wajda,The Ashes,1965-09-25,0,0.0,0.0
Maren Ade,Everyone Else,2009-03-26,0,0.0,0.0
Uwe Boll,Rampage,2009-08-14,0,0.0,0.0
Julie Anne Robinson,Coming Down The Mountain,2007-08-16,0,0.0,0.0
Seijun Suzuki,Princess Raccoon,2005-05-28,0,0.0,0.0
Seijun Suzuki,Heat-Haze Theatre,1981-08-21,0,0.0,0.0
Hiroshi Shimizu,Children in the Wind,1937-01-01,0,0.0,0.0
Fernando Colomo,El próximo Oriente,2006-08-14,0,0.0,0.0
Michael Winterbottom,The Killer Inside Me,2010-02-19,13000000,0.0,0.0
Alexandre Franchi,The Wild Hunt,2009-09-09,0,0.0,0.0
Aurelio Grimaldi,Acla's Descent into Floristella,1992-09-10,0,0.0,0.0
Abel Gance,J'accuse!,1919-04-25,0,0.0,0.0
Wes Llewellyn,The Moment After 2: The Awakening,2006-05-28,0,0.0,0.0
Jon Gunn,Mercy Streets,2000-10-31,0,0.0,0.0
Amy Redford,The Guitar,2008-11-07,0,0.0,0.0
Jac Schaeffer,TiMER,2009-05-14,0,0.0,0.0
Edmund Goulding,The Trespasser,1929-11-11,0,0.0,0.0
Clarence Brown,A Woman of Affairs,1928-12-15,383000,0.0,0.0
Abel Ferrara,Chelsea on the Rocks,2008-05-23,0,0.0,0.0
Jonathan Kaplan,Heart Like A Wheel,1983-04-01,0,0.0,0.0
Christine Edzard,Little Dorrit,1987-12-11,0,0.0,0.0
Duane Crichton,Saving God,2008-10-14,0,0.0,0.0
Jon Cassar,24: Redemption,2008-11-23,0,0.0,0.0
Henry King,Captain from Castile,1947-12-25,0,0.0,0.0
"Emeric Pressburger, Michael Powell",One of Our Aircraft Is Missing,1942-04-24,0,0.0,0.0
Frank Perry,Diary of a Mad Housewife,1970-01-01,0,0.0,0.0
Michael Stephenson,Best Worst Movie,2009-01-01,0,0.0,0.0
Jessica Oreck,Beetle Queen Conquers Tokyo,2009-03-01,0,10068.0,0.0
Stephen Frears,The Deal,2003-09-28,0,0.0,0.0
Richard Loncraine,The Special Relationship,2010-05-29,0,0.0,0.0
Frank Borzage,Three Comrades,1938-06-03,0,0.0,0.0
David Slade,The Twilight Saga: Eclipse,2010-06-23,68000000,698491347.0,10.27
"Brian Koppelman, David Levien",Solitary Man,2009-09-07,15000000,5024782.0,0.33
Wendy Jo Carlton,Hannah Free,2009-12-11,0,0.0,0.0
Catherine Breillat,Bluebeard,2009-10-06,0,0.0,0.0
Ellen Kuras,The Betrayal (Nerakhoon),2008-11-21,0,0.0,0.0
Henry Hathaway,Wing and a Prayer,1944-01-01,0,0.0,0.0
Denis Dercourt,Tomorrow at Dawn,2009-08-12,0,0.0,0.0
Gaspar Noé,Enter the Void,2009-05-05,13000000,754249.0,0.06
Jamie Thraves,The Cry of the Owl,2009-02-07,11500000,0.0,0.0
Marie-Monique Robin,The World According to Monsanto,2008-01-01,0,0.0,0.0
Sidney Sheldon,Dream Wife,1953-06-19,0,0.0,0.0
Sydney Pollack,The Slender Thread,1965-12-23,0,0.0,0.0
Mahesh Nair,Accident On Hill Road,2009-12-31,0,0.0,0.0
Aaron Woodley,Tennessee,2008-04-26,0,0.0,0.0
M. Night Shyamalan,The Last Airbender,2010-06-30,150000000,318502923.0,2.12
Emir Kusturica,When Father Was Away on Business,1985-05-01,0,0.0,0.0
Fielder Cook,A Big Hand for the Little Lady,1966-05-31,0,0.0,0.0
Costa-Gavras,State of Siege,1972-12-30,0,0.0,0.0
Otto Preminger,Whirlpool,1949-11-28,0,0.0,0.0
Claude Miller,Little Lili,2003-08-27,0,0.0,0.0
Alain Chabat,Didier,1997-01-28,0,0.0,0.0
Robert Salis,Grande école,2004-02-04,0,0.0,0.0
Daniel Sánchez Arévalo,Fat People,2009-09-11,0,0.0,0.0
David Lean,This Happy Breed,1944-06-01,0,0.0,0.0
Christian Petzold,Yella,2007-02-14,3000000,0.0,0.0
"Gaspar Noé, Larry Clark, Marco Brambilla, Matthew Barney, Richard H. Prince, Marina Abramović, Sam Taylor-Johnson, Cecily Brown, Sante D'Orazio, Marilyn Minter, Tunga",Destricted,2006-09-15,0,0.0,0.0
Peter Watkins,Culloden,1964-05-24,0,0.0,0.0
Satyajit Ray,Distant Thunder,1973-01-01,0,0.0,0.0
Raymond Saint-Jean,Out of Mind: The Stories of H.P. Lovecraft,1998-01-01,0,0.0,0.0
Albert Pyun,Cool Air,2006-11-03,1,0.0,0.0
Francis Ford Coppola,The Rain People,1969-08-27,0,0.0,0.0
Aleksandar Petrović,I Even Met Happy Gypsies,1967-03-26,0,0.0,0.0
Pete Travis,Endgame,2009-01-18,22000000,0.0,0.0
Corbin Bernsen,Dead Air,2009-10-27,0,0.0,0.0
Don Taylor,The Island of Dr. Moreau,1977-07-13,0,0.0,0.0
Stephen Kijak,The Rolling Stones: Stones in Exile,2010-05-14,0,0.0,0.0
Claude Chabrol,Les Cousins,1959-03-11,0,0.0,0.0
Valentin Vaala,Dynamite Girl,1944-10-01,0,0.0,0.0
Stephen Frears,Gumshoe,1971-12-01,0,0.0,0.0
"Andrés Luque, Samuel Martín Mateos",Agallas,2009-09-04,0,0.0,0.0
Manuel Huerga,Salvador (Puig Antich),2006-05-23,0,0.0,0.0
John R. Cherry III,Slam Dunk Ernest,1995-06-20,0,0.0,0.0
Ingmar Bergman,Secrets of Women,1952-11-03,0,0.0,0.0
Michael Curtiz,Romance on the High Seas,1948-06-25,0,0.0,0.0
"Kevin Burns, Edith Becker",Empire of Dreams: The Story of the Star Wars Trilogy,2004-09-12,0,0.0,0.0
Trey Parker,South Park: Imaginationland,2008-03-11,0,0.0,0.0
Tom Cairns,Marie and Bruce,2004-01-19,0,0.0,0.0
Michael Lange,The Intern,2000-01-21,0,0.0,0.0
AJ Schnack,Kurt Cobain: About a Son,2006-10-03,0,0.0,0.0
Christopher P. Garetano,Horror Business,2005-01-01,15000,0.0,0.0
Mitchell Leisen,Hold Back the Dawn,1941-09-26,0,0.0,0.0
George Marshall,The Gazebo,1959-12-16,0,0.0,0.0
Richard Dale,9/11: The Twin Towers,2006-09-03,0,0.0,0.0
Mark Cowen,We Stand Alone Together,2001-11-10,0,0.0,0.0
Nimród Antal,Predators,2010-07-03,40000000,126248813.0,3.16
Asif Kapadia,Far North,2007-08-30,0,0.0,0.0
Reginald Harkema,"Manson, My Name Is Evil",2009-09-14,0,0.0,0.0
David Butler,Thank Your Lucky Stars,1943-09-25,0,0.0,0.0
John Frankenheimer,The Fixer,1968-12-08,0,0.0,0.0
Tom DiCillo,When You're Strange,2009-01-17,0,0.0,0.0
Bruce Goodison,The Flight That Fought Back,2004-12-31,0,0.0,0.0
Samuel Fuller,Hell and High Water,1954-02-06,0,0.0,0.0
George Sidney,Young Bess,1953-05-29,0,0.0,0.0
"Pierre Coffin, Chris Renaud",Despicable Me,2010-07-08,69000000,543513985.0,7.88
Mark Sandrich,So Proudly We Hail,1943-09-08,0,0.0,0.0
Tristan Loraine,31 North 62 East,2009-09-18,3100000,0.0,0.0
Henry Jaglom,Irene in Time,2009-06-19,2000000,0.0,0.0
Michael Curtiz,Captains of the Clouds,1942-02-21,0,0.0,0.0
David Gleeson,The Front Line,2006-07-16,0,0.0,0.0
Robert Z. Leonard,The Girl of the Golden West,1938-03-18,0,0.0,0.0
W.S. Van Dyke,Sweethearts,1938-12-30,0,0.0,0.0
Christopher Nolan,Inception,2010-07-14,160000000,825532764.0,5.16
Dennis Dugan,Grown Ups,2010-06-24,80000000,271430189.0,3.39
Jeffery Scott Lando,Thirst,2010-06-22,0,0.0,0.0
Jon Turteltaub,The Sorcerer's Apprentice,2010-07-13,150000000,215283742.0,1.44
Sakichi Satô,Tokyo Zombie,2005-12-10,0,0.0,0.0
Derek Sieg,Swedish Auto,2006-06-27,0,0.0,0.0
"Ana Clavell, James Glenn Dudelson",Creepshow 3,2007-05-15,0,0.0,0.0
James Mangold,Knight and Day,2010-06-15,117000000,261930431.0,2.24
Shana Feste,The Greatest,2009-01-17,6000000,0.0,0.0
Robert Rodriguez,Roadracers,1994-07-22,1000000,0.0,0.0
Rituparno Ghosh,Raincoat,2004-12-24,0,0.0,0.0
Russell Rouse,The Fastest Gun Alive,1956-07-12,0,0.0,0.0
Peter Greenaway,Nightwatching,2007-09-06,0,0.0,0.0
Abel Ferrara,Fear City,1984-07-18,0,0.0,0.0
Benoît Jacquot,Sade,2000-08-23,0,0.0,0.0
Paolo Barzman,The Phantom,2009-12-20,0,0.0,0.0
Harald Zwart,The Karate Kid,2010-06-10,40000000,357852395.0,8.95
Julio DePietro,The Good Guy,2009-04-25,3200000,0.0,0.0
Gregory J. Read,Like Minds,2006-08-10,0,0.0,0.0
Udayan Prasad,The Yellow Handkerchief,2008-12-17,15000000,317000.0,0.02
Bill Douglas,Comrades,1987-08-23,0,0.0,0.0
Wu Ma,Snake-Crane Secret,1978-01-01,0,0.0,0.0
Seijun Suzuki,Yumeji,1991-05-31,0,0.0,0.0
Seijun Suzuki,Zigeunerweisen,1980-04-01,0,0.0,0.0
Lisa Cholodenko,The Kids Are All Right,2010-07-09,3500000,34705850.0,9.92
Slava Tsukerman,Perestroika,2009-03-20,0,0.0,0.0
Gerardo de Leon,Terror Is a Man,1959-11-01,0,0.0,0.0
Eddie Romero,The Twilight People,1972-06-01,0,0.0,0.0
Srđan Spasojević,A Serbian Film,2010-06-16,0,0.0,0.0
Ursula Meier,Home,2008-10-29,0,0.0,0.0
"Lisa Barros D'Sa, Glenn Leyburn",Cherrybomb,2009-02-08,0,0.0,0.0
Brandon Vietti,Batman: Under the Red Hood,2010-07-27,0,6629178.0,0.0
Jacques Rivette,Le Pont du Nord,1982-03-24,0,0.0,0.0
"Albert Austin, Victor Heerman",My Boy,1921-12-01,0,0.0,0.0
Michael Curtiz,Mammy,1930-03-26,0,0.0,0.0
Larry Semon,The Wizard of Oz,1925-01-01,0,0.0,0.0
Phillip Noyce,Salt,2010-07-21,110000000,293329073.0,2.67
Zoltán Huszárik,Sinbad,1971-11-25,0,0.0,0.0
"Keith Fulton, Louis Pepe",The Hamster Factor and Other Tales of Twelve Monkeys,1997-01-01,0,0.0,0.0
Ben Steinbauer,Winnebago Man,2009-03-14,0,178174.0,0.0
Gerd Oswald,Crime of Passion,1957-01-09,0,0.0,0.0
King Vidor,The Patsy,1928-04-22,0,0.0,0.0
Spike Lee,Passing Strange,2009-08-21,0,0.0,0.0
Eldar Ryazanov,Beware of the Car!,1966-01-01,0,0.0,0.0
Robert Z. Leonard,Peg o' My Heart,1933-05-26,0,0.0,0.0
Monta Bell,Downstairs,1932-08-06,0,0.0,0.0
Robert Z. Leonard,Five and Ten,1931-06-13,0,0.0,0.0
"Sam Gorski, Niko Pueringer",Dark Island,2010-05-22,0,0.0,0.0
Jack Gulick,Smashing Pumpkins: If All Goes Wrong,2008-11-11,0,0.0,0.0
Jaco Van Dormael,Mr. Nobody,2009-09-11,47000000,3547209.0,0.08
Joe May,Music in the Air,1934-12-13,0,0.0,0.0
Vittorio De Sica,Sunflower,1970-03-14,0,0.0,0.0
André De Toth,Play Dirty,1969-01-01,0,0.0,0.0
Victor Saville,The Silver Chalice,1954-12-20,4500000,3200000.0,0.71
William Keighley,George Washington Slept Here,1942-10-30,0,0.0,0.0
"Steven Bognar, Julia Reichert",The Last Truck: Closing of a GM Plant,2009-09-07,0,0.0,0.0
Nick Moran,Telstar: The Joe Meek Story,2009-05-30,0,0.0,0.0
Evan Richards,In a Day,2006-03-08,0,0.0,0.0
Bernard Girard,A Name for Evil,1973-01-01,0,0.0,0.0
Jay Roach,Dinner for Schmucks,2010-07-30,69000000,86387857.0,1.25
"Reed Cowan, Steven Greenstreet",8: The Mormon Proposition,2010-01-01,0,0.0,0.0
Nagisa Ōshima,The Man Who Left His Will on Film,1970-06-27,0,0.0,0.0
Nagisa Ōshima,Diary of a Shinjuku Thief,1969-02-15,0,0.0,0.0
Susanna White,Nanny McPhee and the Big Bang,2010-03-26,35000000,93246388.0,2.66
Gianni Di Gregorio,Mid-August Lunch,2008-04-30,0,0.0,0.0
Alex van Warmerdam,The Northerners,1992-04-17,0,0.0,0.0
Thom Fitzgerald,3 Needles,2005-09-09,0,0.0,0.0
Agnieszka Holland,"Olivier, Olivier",1992-10-28,0,0.0,0.0
Hong Sang-soo,The Power of Kangwon Province,1998-04-04,0,0.0,0.0
Miloš Forman,Taking Off,1971-05-17,0,0.0,0.0
"Thanasis Papathanasiou, Michalis Repas",Safe Sex,1999-10-22,0,0.0,0.0
Stefan Faldbakken,Uro,2006-08-25,0,0.0,0.0
Charles B. Pierce,The Town That Dreaded Sundown,1976-09-26,0,0.0,0.0
Takashi Miike,Deadly Outlaw: Rekka,2002-09-21,0,0.0,0.0
Rune Denstad Langlo,North,2009-02-06,0,0.0,0.0
Manmohan Desai,Amar Akbar Anthony,1977-01-02,0,0.0,0.0
Josef Fares,Farsan,2010-02-12,0,0.0,0.0
Alain Robbe-Grillet,Trans-Europ-Express,1966-01-01,0,0.0,0.0
Jang Sun-Woo,Lies,1999-09-04,0,0.0,0.0
"Béla Tarr, Ágnes Hranitzky",The Man from London,2008-01-31,0,0.0,0.0
Fritz Lang,Human Desire,1954-08-05,0,0.0,0.0
Victor Fleming,Treasure Island,1934-08-17,0,0.0,0.0
Chuck Jones,The Bugs Bunny/Road Runner Movie,1979-09-30,0,0.0,0.0
Aleksi Mäkelä,Hellsinki,2009-01-09,2500000,0.0,0.0
Darko Lungulov,Here and There,2009-09-08,0,0.0,0.0
Laurent Tirard,Little Nicholas,2009-09-30,0,0.0,0.0
Edward Yang,A Confucian Confusion,1994-01-01,0,0.0,0.0
Kôji Shiraishi,Grotesque,2009-01-17,0,0.0,0.0
Charles Adelman,2:13,2009-04-25,3500000,0.0,0.0
Eran Creevy,Shifty,2009-04-24,0,0.0,0.0
Wilson Yip,Ip Man 2,2010-04-21,12902809,36000000.0,2.79
Charles Band,Dr. Moreau's House of Pain,2004-01-13,0,0.0,0.0
Edgard Navarro,I Remember,2005-12-01,0,0.0,0.0
Karsten Wedel,I Am Maria,1979-12-15,0,0.0,0.0
Jeffrey Blitz,Lucky,2010-01-24,0,0.0,0.0
Elizabeth Allen Rosenbaum,Ramona and Beezus,2010-07-23,0,0.0,0.0
Risto Jarva,The Year of the Hare,1977-12-23,0,0.0,0.0
Henry King,A Yank in the R.A.F.,1941-09-26,0,0.0,0.0
Burr Steers,Charlie St. Cloud,2010-05-01,44000000,48190704.0,1.1
Bart Freundlich,The Rebound,2009-09-16,0,0.0,0.0
Adam McKay,The Other Guys,2010-08-06,100000000,170432927.0,1.7
Don Siegel,The Lineup,1958-06-11,0,0.0,0.0
Fouad Mikati,Operation: Endgame,2010-07-20,0,0.0,0.0
Ilksen Basarir,Love in Another Language,2009-12-18,0,0.0,0.0
Jean-Luc Godard,"Oh, Woe Is Me",1993-09-08,0,0.0,0.0
Tom Toelle,The Million Game,1970-10-18,0,0.0,0.0
Vincent Sherman,Affair in Trinidad,1952-07-29,0,0.0,0.0
Jean Yarbrough,She-Wolf of London,1946-05-17,0,0.0,0.0
Alex Chandon,Cradle of Fear,2001-07-04,0,0.0,0.0
Nils Gaup,The Kautokeino Rebellion,2008-01-18,7300000,0.0,0.0
Paul Auster,The Inner Life of Martin Frost,2007-10-11,0,0.0,0.0
Ettore Scola,The Family,1987-01-01,0,0.0,0.0
Ettore Scola,The Terrace,1980-02-08,0,0.0,0.0
Claude Binyon,Dreamboat,1952-07-26,0,0.0,0.0
Henry Levin,The Desperados,1969-02-28,0,0.0,0.0
Robert Day,Grip of the Strangler,1958-07-03,0,0.0,0.0
Bryan Forbes,The L-Shaped Room,1962-11-20,0,0.0,0.0
Cecil B. DeMille,North West Mounted Police,1940-10-22,0,0.0,0.0
Richard Thorpe,The Great Caruso,1951-04-16,0,0.0,0.0
Danis Tanović,Triage,2009-01-01,0,0.0,0.0
Walter Lang,Call Me Madam,1953-03-25,0,0.0,0.0
"Jeff Zimbalist, Michael Zimbalist",The Two Escobars,2010-06-22,0,0.0,0.0
Edwin L. Marin,Invisible Agent,1942-07-31,322000,1040000.0,3.23
"Michele Mulroney, Kieran Mulroney",Paper Man,2009-06-15,0,0.0,0.0
Jonathan Caouette,All Tomorrow's Parties,2009-01-01,0,0.0,0.0
Benny Chan,Invisible Target,2007-01-01,0,0.0,0.0
Ragnar Bragason,Mr. Bjarnfreðarson,2009-12-26,0,0.0,0.0
Sylvester Stallone,The Expendables,2010-08-03,80000000,274470394.0,3.43
Edgar Wright,Scott Pilgrim vs. the World,2010-07-27,60000000,47664559.0,0.79
Frank Borzage,The Spanish Main,1945-10-01,0,0.0,0.0
Archie Mayo,Svengali,1931-05-22,0,0.0,0.0
Seppo Huunonen,Lampaansyöjät,1972-11-17,0,0.0,0.0
David Michôd,Animal Kingdom,2010-06-03,5000000,1000000.0,0.2
Bradley Rust Gray,The Exploding Girl,2009-04-22,0,0.0,0.0
Kimberly Reed,Prodigal Sons,2008-08-29,0,0.0,0.0
Charles Marquis Warren,Seven Angry Men,1955-03-27,0,0.0,0.0
Theo van Gogh,06/05,2004-12-15,0,0.0,0.0
Michel Gondry,The Thorn in the Heart,2009-10-10,0,0.0,0.0
Pete McCormack,Facing Ali,2009-01-01,0,0.0,0.0
Jeff Bleckner,The Beast,1996-04-28,0,0.0,0.0
Paul Schneider,Pretty Bird,2008-08-08,0,0.0,0.0
Prakash Jha,Raajneeti,2010-06-04,0,0.0,0.0
Fritz Lang,The Return of Frank James,1940-08-16,0,0.0,0.0
Alexander Sokurov,Moloch,1999-05-14,0,0.0,0.0
Laurent Tirard,The Story Of My Life,2004-09-08,0,0.0,0.0
Krishna Rao,Crossworlds,1996-10-30,0,0.0,0.0
Neil Marshall,Centurion,2010-02-15,12000000,6814789.0,0.57
Xavier Dolan,I Killed My Mother,2009-06-05,0,0.0,0.0
Todd Solondz,Life During Wartime,2009-10-10,4500000,744816.0,0.17
Pablo Trapero,Lion's Den,2008-05-29,0,0.0,0.0
Andrzej Żuławski,That Most Important Thing: Love,1975-02-12,0,0.0,0.0
Sönke Wortmann,Pope Joan,2009-10-22,0,27412220.0,0.0
Ernst Lubitsch,Cluny Brown,1946-05-01,0,0.0,0.0
Thomas Balmès,Babies,2010-05-07,0,0.0,0.0
François Truffaut,The Green Room,1978-04-05,0,0.0,0.0
Bertrand Tavernier,Captain Conan,1996-10-16,0,0.0,0.0
Mitchell Leisen,Easy Living,1937-07-16,0,0.0,0.0
Paul Oremland,Like It Is,1998-04-17,0,0.0,0.0
Shyam Benegal,Ankur,1974-07-20,0,0.0,0.0
Antony Thomas,For Neda,2010-06-14,0,0.0,0.0
René Clément,The Battle of the Rails,1946-02-27,0,0.0,0.0
Song Il-gon,Spider Forest,2004-09-03,0,0.0,0.0
Jonathan Glatzer,What Goes Up,2009-05-29,0,0.0,0.0
"Heidi Ewing, Rachel Grady",12th & Delaware,2010-04-01,0,0.0,0.0
Lloyd Bacon,Wonder Bar,1934-03-31,0,0.0,0.0
Paul Scheuring,The Experiment,2010-07-15,21800000,0.0,0.0
"David Nerlich, Andrew Traucki",Black Water,2007-06-01,700,0.0,0.0
Philip Ridley,Heartless,2009-11-21,0,0.0,0.0
Leon Gast,Smash His Camera,2010-07-30,0,0.0,0.0
Frank Urson,Chicago,1927-12-23,0,0.0,0.0
Josef von Sternberg,Underworld,1927-08-20,0,0.0,0.0
Alexandre Aja,Piranha 3D,2010-08-20,24000000,83188165.0,3.47
Rauni Mollberg,Milka - A Film About Taboos,1980-12-19,0,0.0,0.0
"Ute Wieland, Bruno Grass",FC Venus,2006-04-26,0,0.0,0.0
Luc Besson,The Extraordinary Adventures of Adèle Blanc-Sec,2010-04-09,25000000,34100000.0,1.36
Aaron Schneider,Get Low,2010-01-22,7500000,0.0,0.0
Frederick Wiseman,La Danse: The Paris Opera Ballet,2009-10-07,0,0.0,0.0
Nancy Bardawil,According to Greta,2009-11-25,0,0.0,0.0
Soi Cheang,Accident,2009-09-24,0,0.0,0.0
Steven Jacobson,Center Stage : Turn It Up,2008-10-30,0,0.0,0.0
Pablo Larraín,Tony Manero,2008-08-28,0,0.0,0.0
Ralph Nelson,Fate Is the Hunter,1964-11-08,0,0.0,0.0
"Mark Sandrich, Stuart Heisler",Blue Skies,1946-10-15,0,0.0,0.0
Mitchell Leisen,The Mating Season,1951-01-12,0,0.0,0.0
Henry King,Prince of Foxes,1949-11-11,0,0.0,0.0
Henrik Ruben Genz,Terribly Happy,2008-07-15,0,179943.0,0.0
Conor McPherson,The Eclipse,2009-04-24,0,0.0,0.0
